caseid,commonweight,age,gender,ed,race_id,married,registered,pid_text,ideology,income,pol_interest,CC21_320a_t,CC21_320b_t,CC21_320c_t,CC21_320d_t,CC21_320e_t,CC21_321a_t,CC21_321b_t,CC21_321c_t,CC21_321d_t,CC21_321e_t,CC21_321f_t,CC21_322a_t,CC21_322b_t,CC21_322c_t,CC21_322d_t,CC21_322e_t,CC21_323a_t,CC21_323b_t,CC21_323c_t,CC21_323d_t,CC21_323e_t,CC21_323f_t,CC21_324a_t,CC21_324b_t,CC21_324c_t,CC21_324d_t,CC21_325a_t,CC21_325b_t,CC21_325c_t,CC21_325d_t
1641033919,1.32533844729172,70,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Democrat,a slightly liberal,"$50,000 to $59,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support
1641154069,0.694244954539147,61,Female,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$10,000 to $19,999",some of the time,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support
1641143541,0.970825475910642,73,Male,a 4-year college degree,White,married,registered,Republican,a conservative,"$120,000 to $149,999",most of the time,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose
1639789281,0.249371541439621,60,Female,some college but no degree (yet),White,married,registered,Democrat,a moderate,"less than $10,000",some of the time,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support
1641115697,0.963265998528716,74,Male,a high school diploma,White,married,registered,Republican,a conservative,"$30,000 to $39,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support
1641154149,0.605406812456476,61,Female,some college but no degree (yet),White,married,registered,Republican,a conservative,"$100,000 to $119,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1640534293,1.28676096540378,69,Male,a 4-year college degree,White,single,registered,Republican,a conservative,"$20,000 to $29,999",only now and then,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support
1640946245,0.488871748594727,73,Male,a 4-year college degree,White,divorced,registered,Independent,a slightly liberal,"$120,000 to $149,999",most of the time,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support
1641015039,0.721813626290894,41,Male,a 4-year college degree,White,single,registered,Independent,a slightly conservative,"$10,000 to $19,999",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support
1640685619,0.68820280044671,64,Female,a 2-year college degree,White,married,registered,Democrat,a moderate,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641146535,0.59799648540288,71,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Independent,a slightly liberal,"$200,000 to $249,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641159331,1.01193200590107,35,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,single,registered,Democrat,an extremely liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641073441,0.426488399419955,57,Female,a 2-year college degree,White,divorced,registered,Independent,an extremely liberal,"less than $10,000",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640757023,0.550975344322926,38,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,single,registered,Independent,a moderate,"$150,000 to $199,999",most of the time,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support
1640315241,0.630858805359682,60,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a liberal,"$70,000 to $79,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641130973,0.523875301611274,65,Male,a high school diploma,White,married,registered,Democrat,a liberal,"$50,000 to $59,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641144777,1.79565226053465,55,Male,a high school diploma,White,divorced,unregistered,Republican,a moderate,"$30,000 to $39,999",some of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Oppose
1640946659,1.59600479169241,67,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a slightly liberal,"$100,000 to $119,999",most of the time,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Oppose
1641152117,0.749304120791041,68,Female,a 4-year college degree,White,divorced,registered,Democrat,an extremely liberal,"$10,000 to $19,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support
1641147425,1.28963276192199,46,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,a moderate,"$80,000 to $99,999",hardly at all,Support,Support,Support,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640978763,1.35914921679656,80,Male,some college but no degree (yet),White,married,registered,Republican,an extremely conservative,"$70,000 to $79,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Support
1641058403,0.719012864316062,70,Female,a 4-year college degree,White,divorced,registered,Democrat,an extremely liberal,"$40,000 to $49,999",some of the time,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1639123387,0.313496386551305,55,Female,a 2-year college degree,White,married,registered,Independent,a slightly liberal,"$100,000 to $119,999",hardly at all,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose
1641143375,0.556765318976717,69,Female,a 4-year college degree,White,single,registered,Democrat,a liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641115705,0.529084972211302,74,Male,some college but no degree (yet),White,married,registered,Democrat,a liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1640345735,0.983935442563933,57,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,single,registered,Democrat,an extremely liberal,"$50,000 to $59,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1641079619,0.777602877591322,36,Female,a high school diploma,Black or African-American,single,registered,Independent,a conservative,"$10,000 to $19,999",only now and then,Support,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Support
1641160047,1.0834041041784,30,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Republican,an extremely liberal,"$500,000 or more",most of the time,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641150521,0.682268336720321,43,Female,a high school diploma,Black or African-American,married,registered,Democrat,a moderate,"$10,000 to $19,999",most of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640672779,0.349717890470922,76,Male,a high school diploma,White,married,registered,Independent,an extremely conservative,"$40,000 to $49,999",most of the time,Oppose,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Oppose
1641032157,0.142066643298771,31,Female,some college but no degree (yet),White,single,registered,Democrat,a moderate,"$50,000 to $59,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1624086621,1.05243768837042,65,Female,a 4-year college degree,White,married,registered,Democrat,a moderate,"$80,000 to $99,999",hardly at all,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Oppose,Oppose
1640227719,1.00627806745212,43,Female,a 4-year college degree,White,married,registered,Independent,a moderate,"$20,000 to $29,999",most of the time,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support
1640981749,0.852252937454921,46,Male,a 4-year college degree,White,single,registered,Democrat,a liberal,"$120,000 to $149,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641102561,1.55647790579194,64,Female,a high school diploma,Hispanic or Latino,single,registered,Republican,a conservative,"$10,000 to $19,999",some of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support
1638398315,1.00707093134467,38,Female,a 4-year college degree,White,married,registered,Democrat,an extremely liberal,"$30,000 to $39,999",most of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Oppose,Support,Support
1640687131,1.0262439510223,43,Female,some college but no degree (yet),Black or African-American,single,registered,Democrat,a moderate,"$500,000 or more",most of the time,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Support,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Support,Support
1641147365,0.855453764403389,56,Male,a 4-year college degree,White,married,registered,Democrat,an extremely liberal,"$100,000 to $119,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1639373421,0.944231469990479,64,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,an extremely liberal,"$100,000 to $119,999",some of the time,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
1638676881,0.345356531248254,57,Female,a high school diploma,White,divorced,registered,Democrat,a moderate,"less than $10,000",only now and then,Support,Oppose,Oppose,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1641158971,1.82478407373906,52,Female,a 4-year college degree,White,separated,registered,Independent,a moderate,"$20,000 to $29,999",only now and then,Oppose,Oppose,Oppose,Support,Support,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Oppose,Oppose,Support,Oppose,Oppose,Oppose,Support,Support,Support,Support
1641160259,0.976994149402683,71,Male,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,divorced,registered,Independent,a moderate,"$200,000 to $249,999",most of the time,Support,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Support,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Support,Support,Support,Support
1640946731,0.603288633110026,68,Female,"a post-graduate degree (e.g., MA, MBA, PhD, JD, etc.)",White,married,registered,Democrat,a slightly liberal,"$100,000 to $119,999",most of the time,Oppose,Oppose,Support,Support,Oppose,Support,Oppose,Support,Oppose,Support,Support,Support,Oppose,Oppose,Oppose,Support,Support,Oppose,Oppose,Oppose,Oppose,Support,Support,Support,Support,Support,Oppose,Oppose,Support,Support
